step,balance,equity,position,reward
79,4999.011048749264,5081.011230641562,1,-0.79
80,4999.011048749264,5081.824918189422,1,-0.8
81,4999.011048749264,5080.283927900593,1,-0.81
82,4999.011048749264,5076.147269486246,1,-0.82
83,4999.011048749264,5074.058284532034,1,-0.83
84,4999.011048749264,5070.447988083745,1,-0.84
85,4999.011048749264,5069.626083693091,1,-0.85
86,4999.011048749264,5071.080666969416,1,-0.86
87,4999.011048749264,5075.186321189048,1,-0.87
88,4999.011048749264,5082.488700571615,1,-0.88
89,4999.011048749264,5086.420184499687,1,-0.89
90,4999.011048749264,5089.462256901333,1,-0.9
91,4999.011048749264,5092.546990178201,1,-0.91
92,4999.011048749264,5096.069117607159,1,-0.92
93,4999.011048749264,5097.900766617164,1,-0.93
94,4999.011048749264,5101.243586218224,1,-0.94
95,4999.011048749264,5102.760396011396,1,-0.95
96,5106.252006095834,5106.252006095834,0,5.77098
97,5105.208297338441,5105.9315031023125,1,0.2
98,5105.208297338441,5108.26195195045,1,-0.96
99,5105.208297338441,5107.587278952664,1,-0.97
100,5105.208297338441,5105.572811111168,1,-0.98
101,5105.208297338441,5102.0140805844685,1,-0.99
102,5105.208297338441,5099.692356845865,1,-1.0
103,5105.208297338441,5097.745916156755,1,-1.01
104,5105.208297338441,5096.968317828025,1,-1.02
105,5105.208297338441,5097.911963530949,1,-1.03
106,5105.208297338441,5098.220498968447,1,-1.04
107,5105.208297338441,5094.562459578021,1,-1.05
108,5105.208297338441,5094.1198059692415,1,-1.06
109,5105.208297338441,5094.029884533331,1,-1.07
110,5105.208297338441,5094.222773834377,1,-1.08
111,5105.208297338441,5092.22136317343,1,-1.09
112,5105.208297338441,5092.89424188954,1,-1.1
113,5105.208297338441,5092.36428869882,1,-1.11
114,5105.208297338441,5091.501550410547,1,-1.12
115,5105.208297338441,5092.1632887364485,1,-1.13
116,5105.208297338441,5092.901242002426,1,-1.14
117,5105.208297338441,5093.84336347446,1,-1.15
118,5105.208297338441,5093.281774624579,1,-1.16
119,5105.208297338441,5090.814886602906,1,-1.17
120,5105.208297338441,5091.455811387765,1,-1.18
121,5105.208297338441,5092.635473764016,1,-1.19
122,5105.208297338441,5093.49353610791,1,-1.2
123,5105.208297338441,5090.0780607633405,1,-1.21
124,5105.208297338441,5087.243572385739,1,-1.22
125,5105.208297338441,5089.455582597504,1,-1.23
126,5105.208297338441,5091.3861016104,1,-1.24
127,5105.208297338441,5092.265648437324,1,-1.25
128,5105.208297338441,5090.773769905198,1,-1.26
129,5105.208297338441,5089.0385874818985,1,-1.27
130,5105.208297338441,5088.274918744126,1,-1.28
131,5105.208297338441,5086.989094954104,1,-1.29
132,5105.208297338441,5087.555292321815,1,-1.3
133,5105.208297338441,5089.999708214968,1,-1.31
134,5105.208297338441,5092.936758526718,1,-1.32
135,5105.208297338441,5098.203493568813,1,-1.33
136,5105.208297338441,5105.13664838335,1,-1.34
137,5105.208297338441,5107.929377784862,1,-1.35
138,5105.208297338441,5106.754411174865,1,-1.36
139,5105.208297338441,5104.6167819433595,1,-1.37
140,5105.208297338441,5101.278860858839,1,-1.38
141,5105.208297338441,5102.462726836784,1,-1.39
142,5105.208297338441,5103.262245855143,1,-1.4
143,5105.208297338441,5101.676936932271,1,-1.41
144,5105.208297338441,5101.211491145297,1,-1.42
145,5105.208297338441,5096.860462707251,1,-1.43
146,5105.208297338441,5094.112823180081,1,-1.44
147,5105.208297338441,5094.740933036619,1,-1.45
148,5105.208297338441,5094.522902133405,1,-1.46
149,5105.208297338441,5094.320699567221,1,-1.47
150,5105.208297338441,5094.502122771886,1,-1.48
151,5105.208297338441,5091.698594952066,1,-1.49
152,5105.208297338441,5089.95658828794,1,-1.5
153,5105.208297338441,5084.55409611538,1,-1.51
154,5105.208297338441,5084.658626261828,1,-1.52
155,5105.208297338441,5083.974708873731,1,-1.53
156,5105.208297338441,5083.048426562993,1,-1.54
157,5105.208297338441,5080.453497018877,1,-1.55
158,5105.208297338441,5077.764990697266,1,-1.56
159,5105.208297338441,5077.294401276546,1,-1.57
160,5105.208297338441,5075.131139335998,1,-1.58
161,5105.208297338441,5077.101942935078,1,-1.59
162,5105.208297338441,5081.4476156728615,1,-1.6
163,5105.208297338441,5085.203830287135,1,-1.61
164,5105.208297338441,5085.99680139217,1,-1.62
165,5105.208297338441,5087.979500093003,1,-1.63
166,5105.208297338441,5088.654625090465,1,-1.64
167,5105.208297338441,5090.77730138202,1,-1.65
168,5105.208297338441,5091.730205259222,1,-1.66
169,5105.208297338441,5092.296240599273,1,-1.67
170,5105.208297338441,5093.111442742225,1,-1.68
171,5105.208297338441,5093.751013831032,1,-1.69
172,5105.208297338441,5093.494524954495,1,-1.7
173,5105.208297338441,5093.575487236081,1,-1.71
174,5105.208297338441,5094.024862957378,1,-1.72
175,5105.208297338441,5094.302027839681,1,-1.73
176,5105.208297338441,5094.854146765289,1,-1.74
177,5105.208297338441,5093.103338659817,1,-1.75
178,5105.208297338441,5091.038795417788,1,-1.76
179,5105.208297338441,5089.585973797175,1,-1.77
180,5105.208297338441,5090.252052177364,1,-1.78
181,5105.208297338441,5091.843108938543,1,-1.79
182,5105.208297338441,5092.5102008418935,1,-1.8
183,5105.208297338441,5091.7004197907645,1,-1.81
184,5105.208297338441,5090.973984734029,1,-1.82
185,5105.208297338441,5088.984460614949,1,-1.83
186,5105.208297338441,5086.982323314447,1,-1.84
187,5105.208297338441,5084.135435532017,1,-1.85
188,5105.208297338441,5082.146909485233,1,-1.86
189,5105.208297338441,5082.598219127309,1,-1.87
190,5105.208297338441,5083.970674100319,1,-1.88
191,5105.208297338441,5084.826729377279,1,-1.89
192,5105.208297338441,5086.892440235144,1,-1.9
193,5080.902307692254,5080.902307692254,0,-0.8153801
194,5079.869145533635,5077.925630904494,1,0.2
195,5079.869145533635,5079.5871167039895,1,-1.91
196,5079.869145533635,5081.814053070431,1,-1.92
197,5079.869145533635,5086.543376370263,1,-1.93
198,5079.869145533635,5094.564409903317,1,-1.94
199,5079.869145533635,5102.7881872026455,1,-1.95
200,5079.869145533635,5104.308485567578,1,-1.96
201,5079.869145533635,5105.625603363046,1,-1.97
202,5079.869145533635,5111.366658384517,1,-1.98
203,5079.869145533635,5124.982705653462,1,-1.99
204,5079.869145533635,5134.509792438828,1,-2.0
205,5079.869145533635,5142.385005525982,1,-2.01
206,5079.869145533635,5150.403558002072,1,-2.02
207,5079.869145533635,5160.314002343194,1,-2.03
208,5079.869145533635,5173.626782890467,1,-2.04
209,5079.869145533635,5182.674680191168,1,-2.05
210,5079.869145533635,5186.415591545992,1,-2.06
211,5079.869145533635,5193.2804283097685,1,-2.07
212,5079.869145533635,5189.73402724627,1,-2.08
213,5079.869145533635,5186.659987291999,1,-2.09
214,5079.869145533635,5184.024268492685,1,-2.1
215,5079.869145533635,5184.8411520490135,1,-2.11
216,5079.869145533635,5185.6675215173145,1,-2.12
217,5079.869145533635,5183.419746365888,1,-2.13
218,5079.869145533635,5180.6600514433085,1,-2.14
219,5079.869145533635,5180.728741826993,1,-2.15
220,5079.869145533635,5181.184507900631,1,-2.16
221,5079.869145533635,5177.823115737856,1,-2.17
222,5079.869145533635,5174.8431731758965,1,-2.18
223,5079.869145533635,5176.844737652791,1,-2.19
224,5079.869145533635,5180.2493736454335,1,-2.2
225,5079.869145533635,5180.941717146468,1,-2.21
226,5079.869145533635,5179.704111656927,1,-2.22
227,5079.869145533635,5176.378951687273,1,-2.23
228,5079.869145533635,5174.921077267847,1,-2.24
229,5079.869145533635,5174.702613979229,1,-2.25
230,5079.869145533635,5175.325098532797,1,-2.26
231,5079.869145533635,5177.881015482119,1,-2.27
232,5079.869145533635,5180.0562817765185,1,-2.28
233,5079.869145533635,5182.006163710395,1,-2.29
234,5079.869145533635,5177.720543217625,1,-2.3
235,5079.869145533635,5175.723799805437,1,-2.31
236,5079.869145533635,5173.889190061644,1,-2.32
237,5079.869145533635,5175.102104242453,1,-2.33
238,5079.869145533635,5175.295456528673,1,-2.34
239,5079.869145533635,5174.352599206522,1,-2.35
240,5079.869145533635,5174.630674953851,1,-2.36
241,5079.869145533635,5173.41775951799,1,-2.37
242,5079.869145533635,5166.640937463077,1,-2.38
243,5079.869145533635,5159.983386734197,1,-2.39
244,5079.869145533635,5156.4275566024735,1,-2.4
245,5079.869145533635,5156.50761693618,1,-2.41
246,5079.869145533635,5160.8336280690255,1,-2.42
247,5079.869145533635,5166.211601133855,1,-2.43
248,5079.869145533635,5167.509509195497,1,-2.44
249,5079.869145533635,5169.285260315593,1,-2.45
250,5079.869145533635,5168.204605614241,1,-2.46
251,5079.869145533635,5169.296890390086,1,-2.47
252,5079.869145533635,5169.064399418976,1,-2.48
253,5079.869145533635,5167.6946417298,1,-2.49
254,5079.869145533635,5168.457859633382,1,-2.5
255,5079.869145533635,5168.577271033304,1,-2.51
256,5079.869145533635,5168.692287329488,1,-2.52
257,5079.869145533635,5165.837924818116,1,-2.53
258,5079.869145533635,5166.099820987819,1,-2.54
259,5079.869145533635,5164.4798720083,1,-2.55
260,5079.869145533635,5160.838128900038,1,-2.56
261,5079.869145533635,5160.112848554771,1,-2.57
262,5079.869145533635,5159.088750627231,1,-2.58
263,5079.869145533635,5155.361737189882,1,-2.59
264,5079.869145533635,5148.734794805371,1,-2.6
265,5079.869145533635,5148.720981089191,1,-2.61
266,5079.869145533635,5149.156482325159,1,-2.62
267,5079.869145533635,5150.346799749244,1,-2.63
268,5079.869145533635,5146.5322507855335,1,-2.64
269,5079.869145533635,5145.978286470314,1,-2.65
270,5079.869145533635,5146.200942488366,1,-2.66
271,5079.869145533635,5142.382874857743,1,-2.67
272,5079.869145533635,5140.016015947821,1,-2.68
273,5079.869145533635,5135.153506848678,1,-2.69
274,5079.869145533635,5126.88283846117,1,-2.7
275,5079.869145533635,5117.893342397789,1,-2.71
276,5079.869145533635,5118.0455225951555,1,-2.72
277,5079.869145533635,5122.571559250636,1,-2.73
278,5079.869145533635,5126.58748901971,1,-2.74
279,5079.869145533635,5128.219241671451,1,-2.75
280,5079.869145533635,5128.8885698576,1,-2.76
281,5079.869145533635,5130.734801764306,1,-2.77
282,5079.869145533635,5130.094169298275,1,-2.78
283,5079.869145533635,5129.046039993479,1,-2.79
284,5079.869145533635,5134.2922845451185,1,-2.8
285,5079.869145533635,5139.469147504835,1,-2.81
286,5079.869145533635,5145.603491832346,1,-2.82
287,5079.869145533635,5147.69966185516,1,-2.83
288,5079.869145533635,5151.493827596092,1,-2.84
289,5079.869145533635,5153.360154796075,1,-2.85
290,5152.81653339919,5152.81653339919,0,3.879323
291,5151.746713727431,5148.238975431539,1,0.2
292,5151.746713727431,5147.168520703724,1,-2.86
293,5151.746713727431,5150.049036143212,1,-2.87
294,5151.746713727431,5153.93103718949,1,-2.88
295,5151.746713727431,5158.786524888834,1,-2.89
296,5151.746713727431,5159.3409869405905,1,-2.9
297,5151.746713727431,5159.3788853965125,1,-2.91
298,5151.746713727431,5159.538118712526,1,-2.92
299,5151.746713727431,5160.637920204645,1,-2.93
300,5151.746713727431,5158.938091364984,1,-2.94
301,5151.746713727431,5158.0788033538865,1,-2.95
302,5151.746713727431,5157.470768160252,1,-2.96
303,5151.746713727431,5154.425950590449,1,-2.97
304,5151.746713727431,5150.099533074673,1,-2.98
305,5151.746713727431,5144.975098097147,1,-2.99
306,5151.746713727431,5141.218210680345,1,-3.0
307,5151.746713727431,5140.101983407465,1,-3.01
308,5151.746713727431,5137.740189005628,1,-3.02
309,5151.746713727431,5135.801033072996,1,-3.03
310,5151.746713727431,5134.755359676936,1,-3.04
311,5151.746713727431,5132.487495421391,1,-3.05
312,5151.746713727431,5129.349576050814,1,-3.06
313,5151.746713727431,5130.703682194629,1,-3.07
314,5151.746713727431,5135.963919996651,1,-3.08
315,5151.746713727431,5137.490527258904,1,-3.09
316,5151.746713727431,5136.190111243637,1,-3.1
317,5151.746713727431,5139.552255935584,1,-3.11
318,5151.746713727431,5140.999106026695,1,-3.12
319,5151.746713727431,5143.347511608075,1,-3.13
320,5151.746713727431,5147.115878261111,1,-3.14
321,5151.746713727431,5149.962572638835,1,-3.15
322,5151.746713727431,5151.334289118973,1,-3.16
323,5151.746713727431,5151.702744181661,1,-3.17
324,5151.746713727431,5149.536392889587,1,-3.18
325,5151.746713727431,5148.018883950677,1,-3.19
326,5151.746713727431,5147.262708426024,1,-3.2
327,5151.746713727431,5151.691690790971,1,-3.21
328,5151.746713727431,5157.794813410466,1,-3.22
329,5151.746713727431,5155.465198904007,1,-3.23
330,5151.746713727431,5154.293232765131,1,-3.24
331,5151.746713727431,5153.476948854965,1,-3.25
332,5151.746713727431,5153.790063263339,1,-3.26
333,5151.746713727431,5156.215690398631,1,-3.27
334,5151.746713727431,5158.159457396132,1,-3.28
335,5151.746713727431,5156.855131253345,1,-3.29
336,5151.746713727431,5154.228385827479,1,-3.3
337,5151.746713727431,5153.07247569267,1,-3.31
338,5151.746713727431,5153.56149071411,1,-3.32
339,5151.746713727431,5153.744445913237,1,-3.33
340,5151.746713727431,5150.924296489178,1,-3.34
341,5151.746713727431,5146.570893017876,1,-3.35
342,5151.746713727431,5143.720832028028,1,-3.36
343,5151.746713727431,5142.194052529784,1,-3.37
344,5151.746713727431,5144.633775024902,1,-3.38
345,5151.746713727431,5146.519722008501,1,-3.39
346,5151.746713727431,5149.227840464177,1,-3.4
347,5151.746713727431,5152.166248847607,1,-3.41
348,5151.746713727431,5155.773355542222,1,-3.42
349,5151.746713727431,5157.0362672426345,1,-3.43
350,5151.746713727431,5159.067895649261,1,-3.44
351,5151.746713727431,5159.999869168725,1,-3.45
352,5151.746713727431,5161.494161320492,1,-3.46
353,5151.746713727431,5159.855064256329,1,-3.47
354,5151.746713727431,5155.323480912071,1,-3.48
355,5151.746713727431,5151.707827943462,1,-3.49
356,5151.746713727431,5151.082452381892,1,-3.5
357,5151.746713727431,5153.961978665793,1,-3.51
358,5151.746713727431,5156.3759330790635,1,-3.52
359,5151.746713727431,5158.478270034973,1,-3.53
360,5151.746713727431,5159.171326489436,1,-3.54
361,5151.746713727431,5159.528158896913,1,-3.55
362,5151.746713727431,5160.41559966488,1,-3.56
363,5151.746713727431,5162.031089561304,1,-3.57
364,5151.746713727431,5163.430118482611,1,-3.58
365,5151.746713727431,5161.541715350106,1,-3.59
366,5151.746713727431,5159.717477031287,1,-3.6
367,5151.746713727431,5156.31316520733,1,-3.61
368,5151.746713727431,5155.1644680542795,1,-3.62
369,5151.746713727431,5155.742688419088,1,-3.63
370,5151.746713727431,5155.176046666563,1,-3.64
371,5151.746713727431,5154.5379010441775,1,-3.65
372,5151.746713727431,5151.4201059295465,1,-3.66
373,5151.746713727431,5148.554866208042,1,-3.67
374,5151.746713727431,5148.186942158155,1,-3.68
375,5151.746713727431,5147.658409730001,1,-3.69
376,5151.746713727431,5148.690736495426,1,-3.7
377,5151.746713727431,5150.976249219855,1,-3.71
378,5151.746713727431,5150.9804606277185,1,-3.72
379,5151.746713727431,5153.9675821268775,1,-3.73
380,5151.746713727431,5154.12473521649,1,-3.74
381,5151.746713727431,5154.489072986171,1,-3.75
382,5151.746713727431,5155.2249332056,1,-3.76
383,5151.746713727431,5158.148176094207,1,-3.77
384,5151.746713727431,5156.822044540599,1,-3.78
385,5151.746713727431,5152.5004069911665,1,-3.79
386,5151.746713727431,5151.081625896477,1,-3.8
387,5151.521511571965,5151.521511571965,0,0.33849978
388,5150.451034689154,5151.090825701406,1,0.2
389,5150.451034689154,5153.0995231083925,1,-3.81
390,5150.451034689154,5154.110951438568,1,-3.82
391,5150.451034689154,5152.826539022108,1,-3.83
392,5150.451034689154,5150.011873442551,1,-3.84
393,5150.451034689154,5147.0022891203425,1,-3.85
394,5150.451034689154,5145.688201733272,1,-3.86
395,5150.451034689154,5146.055523894271,1,-3.87
396,5150.451034689154,5148.801577764336,1,-3.88
397,5150.451034689154,5153.102417213534,1,-3.89
398,5150.451034689154,5157.268881691063,1,-3.9
399,5150.451034689154,5159.8774356744525,1,-3.91
400,5150.451034689154,5165.05663314709,1,-3.92
401,5150.451034689154,5164.655671581615,1,-3.93
402,5150.451034689154,5164.333589412552,1,-3.94
403,5150.451034689154,5162.538304470838,1,-3.95
404,5150.451034689154,5162.314531814756,1,-3.96
405,5150.451034689154,5160.038498788229,1,-3.97
406,5150.451034689154,5158.704172364726,1,-3.98
407,5150.451034689154,5158.577226120746,1,-3.99
408,5150.451034689154,5159.570713812309,1,-4.0
409,5150.451034689154,5165.068123130977,1,-4.01
410,5150.451034689154,5173.6268633954205,1,-4.02
411,5150.451034689154,5186.4456748700795,1,-4.03
412,5150.451034689154,5191.833369029615,1,-4.04
413,5150.451034689154,5194.617640033561,1,-4.05
414,5150.451034689154,5196.592758885865,1,-4.06
415,5150.451034689154,5192.83384443883,1,-4.07
416,5150.451034689154,5192.3819822454225,1,-4.08
417,5150.451034689154,5192.625310112233,1,-4.09
418,5150.451034689154,5190.727155906072,1,-4.1
419,5150.451034689154,5188.84936542078,1,-4.11
420,5150.451034689154,5183.824148171064,1,-4.12
421,5150.451034689154,5178.616286907209,1,-4.13
422,5150.451034689154,5165.607920365359,1,-4.14
423,5150.451034689154,5158.370682003666,1,-4.15
424,5150.451034689154,5156.337333460435,1,-4.16
425,5150.451034689154,5151.264526192435,1,-4.17
426,5150.451034689154,5144.539452931669,1,-4.18
427,5150.451034689154,5147.297040417368,1,-4.19
428,5150.451034689154,5151.184876135234,1,-4.2
429,5150.451034689154,5152.35079580313,1,-4.21
430,5150.451034689154,5157.0207190889505,1,-4.22
431,5150.451034689154,5157.814569278517,1,-4.23
432,5150.451034689154,5158.2961965613995,1,-4.24
433,5150.451034689154,5158.077228220476,1,-4.25
434,5150.451034689154,5161.408695914825,1,-4.26
435,5150.451034689154,5163.4720673387965,1,-4.27
436,5150.451034689154,5165.23071391636,1,-4.28
437,5150.451034689154,5162.903282225083,1,-4.29
438,5150.451034689154,5161.922340573683,1,-4.3
439,5150.451034689154,5158.126947310764,1,-4.31
440,5150.451034689154,5153.981709173406,1,-4.32
441,5150.451034689154,5153.401388024248,1,-4.33
442,5150.451034689154,5147.825662714136,1,-4.34
443,5150.451034689154,5141.028807932959,1,-4.35
444,5150.451034689154,5137.073968899538,1,-4.36
445,5150.451034689154,5138.206306580451,1,-4.37
446,5150.451034689154,5138.598158656612,1,-4.38
447,5150.451034689154,5133.661377204182,1,-4.39
448,5150.451034689154,5132.2191807707295,1,-4.4
449,5150.451034689154,5135.9593729228045,1,-4.41
450,5150.451034689154,5136.99214581248,1,-4.42
451,5150.451034689154,5136.870272329433,1,-4.43
452,5150.451034689154,5136.521878990616,1,-4.44
453,5150.451034689154,5133.77857245721,1,-4.45
454,5150.451034689154,5132.247046195813,1,-4.46
455,5150.451034689154,5131.745773945024,1,-4.47
456,5150.451034689154,5134.183483454057,1,-4.48
457,5150.451034689154,5136.2578842319435,1,-4.49
458,5150.451034689154,5141.473377056571,1,-4.5
459,5150.451034689154,5144.645454752565,1,-4.51
460,5150.451034689154,5144.886195015917,1,-4.52
461,5150.451034689154,5146.926338109985,1,-4.53
462,5150.451034689154,5147.596027128837,1,-4.54
463,5150.451034689154,5149.94495109132,1,-4.55
464,5150.451034689154,5151.5020339599205,1,-4.56
465,5150.451034689154,5153.464358603238,1,-4.57
466,5150.451034689154,5154.954249664588,1,-4.58
467,5150.451034689154,5155.241598205325,1,-4.59
468,5150.451034689154,5154.803752766184,1,-4.6
469,5150.451034689154,5152.882867908023,1,-4.61
470,5150.451034689154,5153.3480587726835,1,-4.62
471,5150.451034689154,5153.3345162248215,1,-4.63
472,5150.451034689154,5152.10869771658,1,-4.64
473,5150.451034689154,5151.984784739713,1,-4.65
474,5150.451034689154,5153.898864317357,1,-4.66
475,5150.451034689154,5155.955016027154,1,-4.67
476,5150.451034689154,5155.809391578902,1,-4.68
477,5150.451034689154,5153.57636652435,1,-4.69
478,5150.451034689154,5152.102915808944,1,-4.7
479,5150.451034689154,5153.115588717279,1,-4.71
480,5150.451034689154,5161.127058157688,1,-4.72
481,5150.451034689154,5164.648793570583,1,-4.73
482,5150.451034689154,5166.1525303688595,1,-4.74
483,5150.451034689154,5166.2420053507885,1,-4.75
484,5163.533075463691,5163.533075463691,0,0.96006316
485,5162.455205151257,5162.801200746455,1,0.2
486,5162.455205151257,5165.950280980797,1,-4.76
487,5162.455205151257,5169.092932223206,1,-4.77
488,5162.455205151257,5170.2418057160885,1,-4.78
489,5162.455205151257,5170.045774952328,1,-4.79
490,5162.455205151257,5172.528809168163,1,-4.8
491,5162.455205151257,5173.61394257943,1,-4.81
492,5162.455205151257,5174.826308597395,1,-4.82
493,5162.455205151257,5172.518273240023,1,-4.83
494,5162.455205151257,5172.151801149939,1,-4.84
495,5162.455205151257,5170.9804202370615,1,-4.85
496,5162.455205151257,5171.802749588515,1,-4.86
497,5162.455205151257,5170.451118555751,1,-4.87
498,5162.455205151257,5168.603896106008,1,-4.88
499,5162.455205151257,5169.1838597895385,1,-4.89
500,5162.455205151257,5169.750973289874,1,-4.9
501,5162.455205151257,5171.062350107354,1,-4.91
502,5162.455205151257,5172.799367059456,1,-4.92
503,5162.455205151257,5175.04904109828,1,-4.93
504,5162.455205151257,5183.1810462626545,1,-4.94
505,5162.455205151257,5184.29738771695,1,-4.95
506,5162.455205151257,5175.964406915465,1,-4.96
507,5162.455205151257,5168.849123056712,1,-4.97
508,5162.455205151257,5166.606252281938,1,-4.98
509,5162.455205151257,5165.832923816372,1,-4.99
510,5162.455205151257,5170.595809194447,1,-5.0
511,5162.455205151257,5174.907793794235,1,-5.01
512,5162.455205151257,5184.650862215527,1,-5.02
513,5162.455205151257,5198.988082879612,1,-5.03
514,5162.455205151257,5211.686676450578,1,-5.04
515,5162.455205151257,5217.635236499387,1,-5.05
516,5162.455205151257,5215.512323074854,1,-5.06
517,5162.455205151257,5212.195022752441,1,-5.07
518,5162.455205151257,5213.0260352097375,1,-5.08
519,5162.455205151257,5217.61637290404,1,-5.09
520,5162.455205151257,5218.136373529649,1,-5.1
521,5162.455205151257,5220.956037712175,1,-5.11
522,5162.455205151257,5219.585029634145,1,-5.12
523,5162.455205151257,5219.322341217527,1,-5.13
524,5162.455205151257,5220.205284045703,1,-5.14
525,5162.455205151257,5222.616800946849,1,-5.15
526,5162.455205151257,5228.758408822112,1,-5.16
527,5162.455205151257,5231.821715546755,1,-5.17
528,5162.455205151257,5231.9000278454205,1,-5.18
529,5162.455205151257,5230.021658016772,1,-5.19
530,5162.455205151257,5230.448236232163,1,-5.2
531,5162.455205151257,5231.256340706985,1,-5.21
532,5162.455205151257,5230.374075916059,1,-5.22
533,5162.455205151257,5230.269177068461,1,-5.23
534,5162.455205151257,5231.306745316593,1,-5.24
535,5162.455205151257,5236.004348908584,1,-5.25
536,5162.455205151257,5243.699591436429,1,-5.26
537,5162.455205151257,5250.627715427969,1,-5.27
538,5162.455205151257,5255.046844874745,1,-5.28
539,5162.455205151257,5261.736109223536,1,-5.29
540,5162.455205151257,5262.864772823129,1,-5.3
541,5162.455205151257,5268.301499273119,1,-5.31
542,5162.455205151257,5273.463015023497,1,-5.32
543,5162.455205151257,5281.4508358246385,1,-5.33
544,5162.455205151257,5289.552782477687,1,-5.34
545,5162.455205151257,5289.320801635691,1,-5.35
546,5162.455205151257,5286.412912456655,1,-5.36
547,5162.455205151257,5285.27122576154,1,-5.37
548,5162.455205151257,5292.154054855235,1,-5.38
549,5162.455205151257,5298.174228831431,1,-5.39
550,5162.455205151257,5301.841921666326,1,-5.4
551,5162.455205151257,5309.394826194816,1,-5.41
552,5162.455205151257,5310.6558469453885,1,-5.42
553,5162.455205151257,5305.436004668618,1,-5.43
554,5162.455205151257,5297.275457087735,1,-5.44
555,5162.455205151257,5283.9336566218535,1,-5.45
